ORF	NAME	alpha 0	alpha 7	alpha 14	alpha 21	alpha 28	alpha 35	alpha 42	alpha 49	alpha 56	alpha 63	alpha 70	alpha 77	alpha 84	alpha 91	alpha 98	alpha 105	alpha 112	alpha 119	Elu 0	Elu 30	Elu 60	Elu 90	Elu 120	Elu 150	Elu 180	Elu 210	Elu 240	Elu 270	Elu 300	Elu 330	Elu 360	Elu 390	cdc15 10	cdc15 30	cdc15 50	cdc15 70	cdc15 90	cdc15 110	cdc15 130	cdc15 150	cdc15 170	cdc15 190	cdc15 210	cdc15 230	cdc15 250	cdc15 270	cdc15 290	spo 0	spo 2	spo 5	spo 7	spo 9	spo 11	spo5 2	spo5 7	spo5 11	spo- early	spo- mid	heat 0	heat 10	heat 20	heat 40	heat 80	heat 160	dtt 15	dtt 30	dtt 60	dtt 120	cold 0	cold 20	cold 40	cold 160	diau a	diau b	diau c	diau d	diau e	diau f	diau g
YPL002C	SNF8   GLUCOSE DEREPRESSION     UNKNOWN	-0.09	0.07	0.08	0.3	0.07	0.01	0.1	-0.1	-0.1	-0.03	-0.2	-0.04	-0.17	-0.38	-0.1	-0.36	-0.43	0.1	0.03	-0.3	-0.06	-0.23	0.21	0.04	-0.06		-0.1	-0.15	0.1	-0.15	-0.12	0.01	-0.14	-0.03	0.15	0.01	0.16	0.15	0.19	-0.12	-0.18	-0.03	0.08	-0.12	0.49	0.33	0.66	-0.34	0.14	-0.1	0.31			0.1		-0.54	0.04	0.77	-0.23	0.26	-0.12	-0.09	0.26	0.38	0.16	-0.34	-0.23	-0.43	-0.22	-0.09	0.34	-0.27	0.06	-0.29	0.06	-0.09	-0.07	-0.2	-0.69
YJR025C	BNA1   NICOTINIC ACID BIOSYNTHE 3-HYDROXYANTHRANILIC ACID DIOXYGENASE	0.43	0.46	0.69	0.66	0.45	0.06	0.26	-0.2	0.01	-0.43	-0.1	-0.1	0.1	-0.47	-0.03	-0.32	-0.14	-0.36	0.34	-0.34	-0.07	-0.38	-0.45	-0.49	-0.51	-0.43	-0.27	-0.25	-0.1	0.11	0.16	0.24	-0.1	-0.12	-0.32	-0.47	-0.43	-0.54	0.18	0.36	0.15	-0.01	0.16	0.07	0.78	0.87	1.32	-0.62	-0.34	-0.15	0.55	0.04	-0.6	-0.18	0.18	-1.03	-0.27	0.31	-0.12	0.34	0.07	0.01	0.34	-0.04	-0.29	0.01	-0.27		-0.34	0.19	-0.42	-1.03	0.15	0.14	-0.07	-0.23		-0.64	-0.76
YCR024C	NONE   PROTEIN SYNTHESIS     MITOCHONDRIAL ASPARAGINYL-TRNA SYNTHETASE	0.08	0.33	0.01	-0.1	-0.1	0.03	0.1	-0.06	-0.03	0.07	-0.45	-0.09	-0.23	-0.45	-0.17	-0.04	-0.1	0.03	-0.43	-0.69	-0.58	-0.51	-0.32	-0.54	-0.47	-0.18	0.03	0.03	-0.03	-0.15	-0.32	-0.04	0.46	-0.36	-0.62	0.4	0.39	0.74	0.52	0.23	0.4	0.7	0.99	-0.69	1.04	0.75	0.69	0.04		-0.43	-0.07	-0.27	-0.51	-0.06	-0.42	-0.97	0.21	0.97		0.28	0.08	0.08	0.42	-0.18	-0.6	-0.18	-0.18	0.31	-0.29	0.2	-0.34	-0.56	-0.71	-0.38	-0.27	-0.42	-0.69	0.46	0.11
YGR080W	TWF1   CYTOSKELETON        TWIFILIN; ACTIN MONOMER SEQUESTERING PROTEIN	0.1	0.03	0.16	-0.27	-0.34	-0.4	0.14	-0.09		-0.23	-0.09	-0.1	-0.1	-0.42	-0.1	-0.25	-1.51	-0.29	0.46	-0.12	-0.14	-0.12	-0.3	-0.3	-0.43	-0.25	-0.25	-0.36	-0.1	0.08	-0.1	0.11	-0.2	-0.18	-0.14	-0.15	0.04	0.18	0.31	0.23	0.03	0.06	0.07	0.48	0.46	0.42	0.65	-0.32	-0.23	-0.3	-0.3	-0.84	-1.18	-0.27	-0.09	-0.81	-0.09	0.4	0.1	0.03	0.51	-0.23		0.16	0.23	0.15	0.29	0.4	0.14	0.21	0.07	-0.54	-0.18	-0.43	-0.3	-0.45	-0.06	0.62	-0.25
YDR189W	SLY1   SECRETION        SNARE DOCKING COMPLEX SUBUNIT	-0.3	-0.42	-0.07	0.12	0.08	-0.07	-0.3	-0.2	0.04	-0.15	0.29	0.15	0.12	0.06	0.14	0.3	-0.32	0.06	0.01	-0.14	-0.3	-0.09	-0.47	-0.06	-0.01	0.08	0.21	0.44	-0.04	0.4	0.12	0.11	-0.14	-0.15	-0.01	-0.18	-0.54	-0.56	-0.34	-0.18	-0.06	-0.34	-0.49	0.04	0.06	-0.4	-0.17	0.06	-0.12	-0.25	-0.04	-0.01	0.14	0.04	0.11	0.19	0.32	-0.49	-0.06	-0.12	-0.17	0.07	0.2	-0.22	0.32	-0.27	0.45	0.33	-0.17	0.04	-0.04	0.2	0.19	0.21	0.08	-0.45	-0.38	-0.69	-0.22
YBR080C	SEC18  SECRETION        NSF; VESICLE FUSION	-0.12	-0.54	0.07	-0.04	-0.07	-0.2	0.01	0.11		0.03	-0.09	0.08	-0.12	-0.2	-0.09	-0.09	-0.17	0.01	0.12	0.01	-0.14	-0.04	-0.15	-0.29	-0.03	0.16	0.1	0.19	-0.34	0.33	0.25	0.12	-0.14	0.18	0.1	0.03	-0.29	-0.17	-0.06	-0.15	0.42	-0.1	-2.47	-0.23	-0.12	-0.09	-0.1	-0.06	-0.09	-0.04	0.18	-0.14	-0.56	0.28	-0.04	-0.74	0.36	0.92	-0.07	0.24	0.01	-0.29	0.03	-0.69	-0.07	-0.34	0.34	0.15	-0.18	-0.14	-0.38	-0.18	0.19	0.11	-0.03	-0.09	-0.17	0.04	-0.56
YOR321W	PMT3   PROTEIN GLYCOSYLATION    DOLICHYL PHOSPHATE-D-MANNOSE:PROTEIN O-D-MANNOSYLTRANSFERASE	-0.49	-0.42	0.06	0.74	0.45	0.29	0.28	-0.27	-0.42	-0.62	-0.22	0.16	0.34	-0.04	0.04	-0.14	-0.23	-0.62	-0.6	-0.2	-0.18	-0.25	-0.14	-0.03	-0.03	0.21	0.14	0.34	-0.01	0.26	0.19	-0.09	0.06	0.44	-0.01	-0.14	0.01	0.21	0.3	0.18	0.12	0.07	-0.12	-0.47	0.29	-0.04	-0.03	-0.22	0.56	0.68	0.31	-0.03	-0.34	-0.22	-0.58	-0.84	1	1.49	0.11	-0.06	-0.17	-0.04	-0.14	0.67	0.28	-0.2	0.83	0.34	0.04	-0.25	-0.34	-0.36	0.08	0.3	0.71	0.04	0.24	-0.36	-0.23
YPL028W	ERG10  STEROL METABOLISM     ACETOACETYL COA THIOLASE	0.06	-0.07	0.42	0.21	0.32	-0.01	0.3	0.07	0.1	-0.01	0.07	-0.04	0.24	-0.14	0.3	-0.23	0.19	-0.14	-0.25	0.06	-0.06	0.48	0.34	0.24	-0.2	0.5	0.53	0.23	0.01	0.4	0.31	0.58	0.04	-0.03	0.04	-0.04	-0.06	-0.03	-0.14	-0.42	-0.12	-0.17	-0.34	-0.76	-0.17	-0.3	-0.4	-0.32	0.42	0.11	0.04	-0.54	-0.51	0.46	-0.27	-0.69	0.21	0.64	0.21	0.01	-0.34	-0.17	-0.09	-0.01	0.4	-0.67	0.64	0.78	0.61	0.07	-0.18	-0.22	0.12	0.58	0.71	0.07	0.1	-0.79	-1.03
YMR149W	SWP1   PROTEIN GLYCOSYLATION    OLIGOSACCHARYLTRANSFERASE COMPLEX SUBUNIT	-0.58	-0.29	-0.47	-0.43	-0.25	0.1	0.15	-0.32	-0.07	-0.2	-0.22	-0.23	-0.12	-0.32	0.03	-0.3	-0.17	-0.34	-0.23	-0.01	-0.34	-0.32	-0.25	-0.01	-0.14	0.59	0.26	0.37	0.25	0.11	0.24	0.36	-0.36	-0.58	-0.71	-0.29	-0.17	-0.32	-0.32	0.07	-0.01	-0.81	-0.12	-0.25	-1.06	-0.6	-0.64	-0.42	0.07	-0.27	-0.43	-0.34	-0.69	0.25	-0.14	-0.43	0.29	0.36	1.13	0.07	-0.4	-0.54	-0.3	-0.62	0.7	-0.34	0.92	0.56	0.57	0.03	-0.58	0.1	0.15	0.06	0.44	0.08	-0.2	-0.03	-1.03
YDL052C	SLC1   PHOSPHOLIPID METABOLISM  FATTY ACYLTRANSFERASE	-0.6	-0.25	-0.29	-0.04	-0.01	0.31	-0.34	0.01	-0.01	-0.03	-0.04	-0.36	-0.1	-0.18	-0.09	0.15	0.19	-0.14	-0.42	0.37	0.79	-0.42	-0.27	0.25	0.29	0.72	0.34	0.64	0.45	0.32	0.34	0.38	-0.81	-1.06	-0.58	-0.3	-0.43	-0.54	-0.71	-0.38	-0.2	0.1	-0.15	0.19	-0.64	-0.49	-0.42	0.06	0.12	0.1	-0.4	-0.42	-0.49	0.04	-0.1	-0.81	0.55	0.64	0.04	0.16	0.08	0.21	0.7	0.7	0.57	-0.71	0.63	-0.17	-0.22	0.08	-0.97	-0.69	-0.04	0.52	-0.09	-0.29	-0.56	-1.43	-1.47
YAL023C	PMT2   PROTEIN GLYCOSYLATION    DOLICHYL PHOSPHATE-D-MANNOSE:PROTEIN O-D-MANNOSYLTRANSFERASE	-0.67	-1.22	-0.3		0.54	0.31	0.25	-0.4	-0.3	-0.4	-0.2	0.04	0.01	0.16	0.3	0.08	0.04	-0.36	-1.47	-1.15	-1.09	-0.64	-0.15	-0.15	0.16	0.31	0.2	0.25	-0.36	0.16	-0.29	-0.36	0.12	-0.81	-0.51	-0.42	-0.49	-0.89	-0.69	-0.32	-0.4	-0.64	-0.76	-0.6	-0.89	-0.2	-1.03	-0.23	0.33	0.25	-0.38	-0.92	-1.15	0.03	-0.47	-0.79	0.88	0.15	0.32	-0.42	-0.09	0.23	0.4	0.42	0.45	-0.6	0.86	0.65	0.51	-0.2	0.06	-0.3	0.12	0.12	0.1	-0.34		-1.36	-1.15
YDL095W	PMT1   PROTEIN GLYCOSYLATION    DOLICHYL PHOSPHATE-D-MANNOSE:PROTEIN O-D-MANNOSYLTRANSFERASE	-0.42	-0.79	-0.22	-0.06	0.44	0.18	0.4	-0.3	-0.2	-0.49	-0.36	0.03	0.18	0.1	0.11	0.01	-0.47	-0.43	-0.94	-0.3	-0.43	-0.43	-0.04	0.28	0.62	0.3	0.28	0.11	0.29	0.41	-0.32	-0.07	-0.45	-0.74	-0.32	-0.23	-1.25	-0.97	-0.47	-0.18	-0.17	-0.58	-0.76	-1.09	-0.71	-0.71	-0.81	-0.27	0.34	0.24	-0.01	-0.71	-0.89	-0.27	-0.62	-0.79	1.15	0.32	0.26	0.01	0.06	0.44	0.68	0.16	-0.17	0.11	1.07	0.18	0.33	-0.42		-0.54	0.19	0.31	0.19	-0.14	0.03	-1.22	-0.84
YGL027C	"CWH41  CELL WALL BIOGENESIS     BETA-1,6-GLUCAN ASSEMBLY PROTEIN"	-0.06	-0.4	0.29	0.24	0.81	0.41	0.66	0.03		-0.14	0.25	0.26	0.34	0.12	0.5	0.21	0.21	-0.38	-1.12	-0.69	-0.74	-0.38	-0.23	0.01	0.12	0.08	0.14	-0.1	-0.04	0.07	-0.22	-0.27	-0.62	-0.47	0.1	-0.09	-0.43	-0.67	-0.12	0.14	0.16	-0.29	-0.71	-0.89	-0.09	-0.14	-0.12	-0.25	0.5	0.03	-0.36	-0.76	-0.49	0.2	-0.92	-1.03	0.78	0.38	-0.12	-0.23	-0.22	0.4	0.1	0.49	-0.34	-0.76	0.25	-0.15	-0.04	-0.43	0.07	-1.22	-0.04	0.24	0.37	0.23	0.33	-0.3	-0.15
YGL200C	EMP24  SECRETION        VESICLE COAT COMPONENT	-0.71	-0.23	-0.03	0.37	0.29	0.55	0.4	0.06	-0.12	0.04	-0.14	-0.06	0.29	0.06	0.15	-0.1	-0.12	-0.15	-0.32	-0.27	-0.01	0.33	0.2	0.43	0.59	0.69	0.16	0.38	0.54	0.31	0.1	0.25	-0.14	-0.2	0.23	0.36	-0.01	-0.43	-0.14	0.61	0.43	-0.09	-0.09	-0.56	-0.25	-0.23	-0.1	0.2	1.06	0.33	0.77		-0.23	0.62	0.19	-1.15	0.99	-0.32	0.16	0.01	-0.23	-0.34	0.01		0.79	0.16	0.77	0.83	0.08	0.33	-0.81	-0.69	0.12	0.15	0.7	0.16	0.2	0.3	-0.79
YOR099W	KTR1   PROTEIN GLYCOSYLATION    MANNOSYLTRANSFERASE	-0.4	-0.54		0.25	0.24	0.31	0.1	0.06	-0.14	-0.62		-0.32	0.11	-0.14	0.33		-0.01	-0.71	-0.47	-0.34	-0.27	0.15	0.36	0.16	0.57	0.11	0.04	-0.07	0.07	0.01	-0.14	-0.23	-0.6	-0.45	0.03	0.24	0.23	-0.42	-0.1	0.69	0.3	-0.1	-0.54	-0.67	-0.38	-0.32	-0.42	0.03	0.37	0.33	0.9	0.73	0.6	-0.01	0.44	0.08	0.84	0.15	0.04	-0.42	-0.38	-0.51	-0.06	-0.01	0.87	0.19	1.11	1.49	0.3	-0.15		-0.12	0.29	0.24	1.03	0.34	0.52	-0.67	-0.42
YKL073W	LHS1   SECRETION        CHAPERONE; ER PROTEIN TRANSLOCATION	0.11	-0.06	0.32	0.07	0.38	0.14	0.37	-0.23	-0.07	0.07	-0.07	0.16	-0.1	-0.03	-0.03	-0.03	0.1	-0.34	-0.71	-0.76	-0.62	-0.38	-0.32	0.16	0.06	0.26	-0.03	0.32	0.18	-0.25	-0.22	-0.22	-1.03	-1.25	-1.03	-1	-0.89	-0.92	-1	-0.89	-0.76	-0.69	-0.92	-0.86	-0.71	-1.03	-0.79	-0.43	-0.4	0.1	0.19	-0.25	-0.45	-0.29	-0.12	-0.79	0.15	0.24	-0.34	-0.38	-0.58	-0.4	0.01	-0.14	1.06	0.93	1.29	1.1	0.1	-0.6	-0.62	-0.47	-0.2	-0.29	-0.06	0.1	0.04	-0.81	-1.29
YDR518W	EUG1   PROTEIN FOLDING     PROTEIN DISULFIDE ISOMERASE	-0.06	-0.18	0.36	0.48	0.48	0.21	0.52	-0.27	-0.18	0.11	-0.25	0.06	0.12	0.06	0.06	-0.3	-0.34	-0.43	-0.94	-0.71	-0.64	-0.81	-0.51	-0.25	-0.29	0.07	0.06	-0.04	-0.12	-0.15	-0.15	0.08	-0.45	-0.58	-0.29	-0.38	-0.69	-0.89	-0.45	0.19	0.01	-0.4	-0.81	-1.09	-0.58	-0.17	-0.47	-0.2	0.7	0.42	0.86	0.28	0.33	0.04	-0.32	-0.62	1.41	0.89	-0.18	0.07	-0.58	-0.74	0.18	-1.06	0.86	0.58	1.66	1.42	-0.47	-0.38	-0.86	-0.84	-0.17	0.1	0.16	-0.38	-0.07	0.03	-0.2
YJL073W	JEM1   MATING; NUCLEAR FUSION   DNAJ-LIKE PROTEIN	-0.03	-0.2	0.77	0.96	0.25		-0.17	-0.42	-0.47	-0.23	-0.18	0.24	0.03	-0.2	-0.3	-0.38	-0.56	-0.3	-1.43	-0.74	-0.12	-0.32	0.3	0.11	0.33	0.21	-0.07	0.07	0.07	-0.27	-0.67	-0.07	-0.36	-0.27	-0.23	-0.6	-0.71	-0.71	-0.27	-0.17	-0.18	-0.71	-0.74	-0.4	-0.45	-0.42	-0.42	0.06	0.31	0.42	0.34	0.23	0.16		-0.27	-0.49	1.13	1.12	-0.15	0.28	0.15	0.26	-0.04	0.56	0.86	0.66	0.96	0.93	-0.36	0.3	0.28	0.33	0.03	-0.01	-0.03	-0.47	-0.42	-0.67	-0.62
YDR503C	LPP1   PHOSPHOLIPID METABOLISM  LIPID PHOSPHATE PHOSPHATASE	-0.27	0.4	0.28	0.75	-0.06	0.12	-0.43	-0.3	-0.2	-0.4	-0.03	0.2	0.26	-0.2	-0.25	-0.22	-0.34	-0.4	-0.81	-0.36	-0.15	-0.25	-0.34	-0.17	-0.09	0.07	-0.18	-0.07	-0.2	-0.2	-0.27	-0.14	-0.2	0.08	0.11	-0.51	-1.15	-1.03	-0.01	0.51	0.14	-0.71	-0.71	-0.56	0.12	0.15	0.19	0.1	0.64	0.16	0.39	0.16	0.39	0.59	0.19	-0.22	1.23	0.73	-0.01	0.62	0.43	0.23	0.12	-0.22	-0.32	0.24	0.77	0.41	-0.2	0.54	-0.38	-0.58	0.1	0.06	0.56	0.08	0.2	0.23	0.34
